id,postcode,locality,longitude,latitude
637,1297,SYDNEY,151.268071,-33.794883
638,1298,SYDNEY,151.268071,-33.794883
639,1299,SYDNEY,151.268071,-33.794883
640,1300,DARLINGHURST,151.220876,-33.877331
644,1314,EASTERN SUBURBS MC,0,0
665,1335,POTTS POINT,151.117575,-33.82269
666,1340,KINGS CROSS,148.021014,-35.537721
667,1350,WOOLLAHRA,151.240508,-33.88871
668,1355,BONDI JUNCTION,151.262502,-33.893739
669,1360,DOUBLE BAY,151.241938,-33.87584
672,1401,BROADWAY,151.199825,-33.884217
674,1419,SOUTHERN SUBURBS MC,0,0
675,1420,STRAWBERRY HILLS,150.931838,-33.726098
676,1422,STRAWBERRY HILLS,150.931838,-33.726098
677,1423,STRAWBERRY HILLS,150.931838,-33.726098
678,1424,STRAWBERRY HILLS,150.931838,-33.726098
679,1425,STRAWBERRY HILLS,150.931838,-33.726098
680,1426,STRAWBERRY HILLS,150.931838,-33.726098
681,1427,STRAWBERRY HILLS,150.931838,-33.726098
2415,1428,STRAWBERRY HILLS,150.931838,-33.726098
2416,1429,STRAWBERRY HILLS,150.931838,-33.726098
2417,1430,EVELEIGH,151.199489,-33.890232
2418,1435,ALEXANDRIA,151.108248,-33.711785
2419,1440,WATERLOO,151.057914,-33.902836
2420,1441,WATERLOO,151.057914,-33.902836
2421,1445,ROSEBERY,151.007691,-34.083089
2422,1450,CAMPERDOWN,153.13679,-30.305815
2423,1455,BOTANY,151.197644,-33.947087
2424,1460,MASCOT,151.210791,-33.926669
2425,1465,KENSINGTON,151.140735,-33.888549
2426,1466,UNSW SYDNEY,151.234417,-33.906561
2427,1470,DRUMMOYNE,151.151958,-33.842999
2428,1475,MARRICKVILLE,151.15334,-33.90911
2429,1476,MARRICKVILLE,151.15334,-33.90911
2430,1480,KINGSGROVE,151.100027,-33.935923
2431,1481,HURSTVILLE BC,0,0
2432,1484,KINGSGROVE DC,0,0
2433,1485,KOGARAH,151.140345,-33.974354
2435,1490,MIRANDA,151.107201,-34.035878
2436,1493,HURSTVILLE,151.088939,-33.975869
2437,1495,CARINGBAH,151.123943,-34.046927
2438,1499,SUTHERLAND,151.0622,-34.015705
2439,1515,WEST CHATSWOOD,151.207261,-33.824607
2440,1560,NORTHBRIDGE,151.214797,-33.812636
2441,1565,MILSONS POINT,151.193071,-33.865367
2442,1570,ARTARMON,151.192733,-33.808087
2444,1585,CROWS NEST,151.20085,-33.83459
2445,1590,ST LEONARDS,151.468652,-33.292001
2446,1595,LANE COVE,151.187955,-33.791875
2447,1597,LANE COVE,151.187955,-33.791875
2448,1602,LANE COVE DC,0,0
2452,1630,HORNSBY,151.099812,-33.707684
2453,1635,HORNSBY WESTFIELD,0,0
2454,1639,FRENCHS FOREST,151.246751,-33.793137
2455,1640,FRENCHS FOREST,151.246751,-33.793137
2456,1655,MANLY,151.505125,-33.329799
2457,1658,MONA VALE,151.216799,-33.698773
2458,1660,MONA VALE,151.216799,-33.698773
2459,1670,NORTH RYDE BC,0,0
2460,1675,GLADESVILLE,151.139681,-33.833033
2461,1680,RYDE,151.137807,-33.761498
2462,1685,WEST RYDE,151.09064,-33.80406
2473,1700,ERMINGTON,151.206982,-33.950299
2475,1710,EPPING,151.116696,-33.78417
2477,1715,PENNANT HILLS,151.049106,-33.758433
2478,1730,SEVEN HILLS,150.966912,-33.760263
2479,1740,PARRAMATTA,151.139472,-33.886166
2480,1741,PARRAMATTA,151.139472,-33.886166
2481,1750,NORTH PARRAMATTA,151.023102,-33.857053
2482,1755,BAULKHAM HILLS,150.968177,-33.767239
2483,1765,CASTLE HILL,151.030535,-33.735906
2484,1771,PENNANT HILLS,151.049106,-33.758433
2485,1781,SEVEN HILLS MC,0,0
2486,1790,ST MARYS,151.19554,-33.859047
4457,1800,ASHFIELD,151.124008,-33.887602
4458,1805,BURWOOD,151.10082,-33.891556
4459,1811,SILVERWATER,151.051375,-33.82328
4461,1819,STRATHFIELD,151.093326,-33.877139
4462,1825,LIDCOMBE,151.044768,-33.872483
4464,1830,GRANVILLE,150.948582,-33.859289
4465,1831,GRANVILLE,150.948582,-33.859289
4466,1835,AUBURN,151.023796,-33.883928
4468,1851,WETHERILL PARK DC,0,0
4469,1860,FAIRFIELD,150.961124,-33.850457
4470,1871,LIVERPOOL,151.103632,-33.888327
4471,1875,MOOREBANK,150.92236,-33.954639
4472,1885,BANKSTOWN,151.024581,-33.907417
4473,1888,BANKSTOWN,151.024581,-33.907417
4474,1890,INGLEBURN,150.802088,-33.960035
4475,1891,MILPERRA,151.000183,-33.932221
20208,2000,BARANGAROO,151.2015802,-33.86051951
4478,2000,DARLING HARBOUR,151.256649,-33.859953
4479,2000,DAWES POINT,151.256649,-33.859953
4480,2000,HAYMARKET,151.256649,-33.859953
4481,2000,MILLERS POINT,151.256649,-33.859953
4482,2000,PARLIAMENT HOUSE,151.256649,-33.859953
4483,2000,SYDNEY,151.256649,-33.859953
4484,2000,SYDNEY SOUTH,151.256649,-33.859953
4485,2000,THE ROCKS,151.256649,-33.859953
4486,2001,SYDNEY,151.268071,-33.794883
5,2002,WORLD SQUARE,0,0
4487,2004,ALEXANDRIA MC,0,0
4488,2004,EASTERN SUBURBS MC,0,0
4489,2006,THE UNIVERSITY OF SYDNEY,151.186507,-33.889219
4490,2007,BROADWAY,151.19665,-33.883189
4491,2007,ULTIMO,151.19665,-33.883189
4492,2008,CHIPPENDALE,151.193858,-33.891146
4493,2008,DARLINGTON,151.193858,-33.891146
4494,2008,GOLDEN GROVE,151.193858,-33.891146
4495,2009,DARLING ISLAND,151.193055,-33.871222
4496,2009,PYRMONT,151.193055,-33.871222
4497,2010,DARLINGHURST,151.212262,-33.884119
4498,2010,SURRY HILLS,151.212262,-33.884119
4499,2010,TAYLOR SQUARE,151.212262,-33.884119
4500,2011,ELIZABETH BAY,151.221626,-33.873599
4501,2011,HMAS KUTTABUL,151.221626,-33.873599
4502,2011,KINGS CROSS,151.221626,-33.873599
4503,2011,POTTS POINT,151.221626,-33.873599
4504,2011,RUSHCUTTERS BAY,151.221626,-33.873599
4505,2011,WOOLLOOMOOLOO,151.221626,-33.873599
4506,2012,STRAWBERRY HILLS,150.931838,-33.726098
4507,2013,STRAWBERRY HILLS,150.931838,-33.726098
4508,2015,ALEXANDRIA,151.194825,-33.910105
4509,2015,BEACONSFIELD,151.194825,-33.910105
4510,2015,EVELEIGH,151.194825,-33.910105
4511,2016,REDFERN,151.206211,-33.894912
4512,2017,WATERLOO,151.206316,-33.903892
22871,2017,WATERLOO DC,0,0
4513,2017,ZETLAND,151.206316,-33.903892
4514,2018,EASTLAKES,151.202697,-33.9233
4515,2018,ROSEBERY,151.202697,-33.9233
4516,2019,BANKSMEADOW,151.207285,-33.946923
4517,2019,BOTANY,151.207285,-33.946923
4518,2020,MASCOT,151.176775,-33.936179
4519,2020,SYDNEY DOMESTIC AIRPORT,151.176775,-33.936179
4520,2020,SYDNEY INTERNATIONAL AIRPORT,151.176775,-33.936179
4521,2021,CENTENNIAL PARK,151.227236,-33.895705
4522,2021,MOORE PARK,151.227236,-33.895705
4523,2021,PADDINGTON,151.227236,-33.895705
4524,2022,BONDI JUNCTION,151.245049,-33.896401
4525,2022,BONDI JUNCTION PLAZA,151.245049,-33.896401
4526,2022,QUEENS PARK,151.245049,-33.896401
4527,2023,BELLEVUE HILL,151.25591,-33.884685
4528,2024,BRONTE,151.259392,-33.904414
4529,2024,CHARING CROSS,151.259392,-33.904414
4530,2024,WAVERLEY,151.259392,-33.904414
4531,2025,WOOLLAHRA,151.240508,-33.88871
4532,2026,BEN BUCKLER,151.268968,-33.891041
4533,2026,BONDI,151.268968,-33.891041
4534,2026,BONDI BEACH,151.268968,-33.891041
4535,2026,NORTH BONDI,151.268968,-33.891041
4536,2026,TAMARAMA,151.268968,-33.891041
4537,2027,DARLING POINT,151.250494,-33.868972
4538,2027,EDGECLIFF,151.250494,-33.868972
4539,2027,HMAS RUSHCUTTERS,151.250494,-33.868972
4540,2027,POINT PIPER,151.250494,-33.868972
4541,2028,DOUBLE BAY,151.240965,-33.878413
4542,2029,ROSE BAY,151.266989,-33.875709
4543,2030,DIAMOND BAY,151.275977,-33.858378
4544,2030,DOVER HEIGHTS,151.275977,-33.858378
4545,2030,HMAS WATSON,151.275977,-33.858378
4546,2030,ROSE BAY NORTH,151.275977,-33.858378
4547,2030,VAUCLUSE,151.275977,-33.858378
4548,2030,WATSONS BAY,151.275977,-33.858378
4549,2031,CLOVELLY,151.239167,-33.914832
4550,2031,CLOVELLY WEST,151.239167,-33.914832
4551,2031,RANDWICK,151.239167,-33.914832
22858,2031,RANDWICK DC,0,0
4552,2031,ST PAULS,151.239167,-33.914832
4553,2032,DACEYVILLE,151.223936,-33.930314
4554,2032,KINGSFORD,151.223936,-33.930314
4555,2033,KENSINGTON,151.218435,-33.91139
4556,2034,COOGEE,151.252171,-33.929096
4557,2034,SOUTH COOGEE,151.252171,-33.929096
4558,2035,MAROUBRA,151.241292,-33.945635
4559,2035,MAROUBRA SOUTH,151.241292,-33.945635
4560,2035,PAGEWOOD,151.241292,-33.945635
4561,2036,CHIFLEY,151.237844,-33.969624
4562,2036,EASTGARDENS,151.237844,-33.969624
4563,2036,HILLSDALE,151.237844,-33.969624
4564,2036,LA PEROUSE,151.237844,-33.969624
4565,2036,LITTLE BAY,151.237844,-33.969624
4566,2036,MALABAR,151.237844,-33.969624
4567,2036,MATRAVILLE,151.237844,-33.969624
4568,2036,PHILLIP BAY,151.237844,-33.969624
4569,2036,PORT BOTANY,151.237844,-33.969624
4570,2037,FOREST LODGE,151.184458,-33.880179
4571,2037,GLEBE,151.184458,-33.880179
4572,2038,ANNANDALE,151.170165,-33.881624
4573,2039,ROZELLE,151.171915,-33.867187
4574,2040,LEICHHARDT,151.156819,-33.878774
4575,2040,LILYFIELD,151.156819,-33.878774
4576,2041,BALMAIN,151.180095,-33.858556
4577,2041,BALMAIN EAST,151.180095,-33.858556
4578,2041,BIRCHGROVE,151.180095,-33.858556
4579,2042,ENMORE,151.175354,-33.900649
4580,2042,NEWTOWN,151.175354,-33.900649
4581,2043,ERSKINEVILLE,151.184665,-33.903521
4582,2044,ST PETERS,151.17074,-33.920698
22863,2044,ST PETERS DC,0,0
4583,2044,SYDENHAM,151.17074,-33.920698
4584,2044,TEMPE,151.17074,-33.920698
4585,2045,HABERFIELD,151.138684,-33.879301
4586,2046,ABBOTSFORD,151.133865,-33.866044
4587,2046,CANADA BAY,151.133865,-33.866044
4588,2046,CHISWICK,151.133865,-33.866044
4589,2046,FIVE DOCK,151.133865,-33.866044
4590,2046,RODD POINT,151.133865,-33.866044
4591,2046,RUSSELL LEA,151.133865,-33.866044
4592,2046,WAREEMBA,151.133865,-33.866044
4593,2047,DRUMMOYNE,151.165735,-33.853924
4594,2048,STANMORE,151.16564,-33.89418
4595,2048,WESTGATE,151.16564,-33.89418
4321,2049,LEWISHAM,151.15085,-33.897219
4322,2049,PETERSHAM,151.15085,-33.897219
4323,2049,PETERSHAM NORTH,151.15085,-33.897219
4324,2050,CAMPERDOWN,151.17598,-33.89037
4325,2050,MISSENDEN ROAD,151.17598,-33.89037
4326,2052,UNSW SYDNEY,151.234417,-33.906561
4327,2055,NORTH SYDNEY,151.104935,-33.802837
4328,2057,CHATSWOOD,151.1899,-33.791988
4329,2058,NORTHERN SUBURBS MC,0,0
4330,2059,NORTH SYDNEY,151.104935,-33.802837
4331,2060,HMAS PLATYPUS,151.204557,-33.839863
4332,2060,HMAS WATERHEN,151.204557,-33.839863
4333,2060,LAVENDER BAY,151.204557,-33.839863
4334,2060,MCMAHONS POINT,151.204557,-33.839863
4335,2060,NORTH SYDNEY,151.204557,-33.839863
4336,2060,NORTH SYDNEY SHOPPINGWORLD,151.204557,-33.839863
4337,2060,WAVERTON,151.204557,-33.839863
4338,2061,KIRRIBILLI,151.212372,-33.848785
4339,2061,MILSONS POINT,151.212372,-33.848785
4340,2062,CAMMERAY,151.21246,-33.822837
4341,2063,NORTHBRIDGE,151.214797,-33.812636
4342,2064,ARTARMON,151.183801,-33.813209
4343,2065,CROWS NEST,151.192212,-33.828361
22835,2065,CROWS NEST DC,0,0
4344,2065,GORE HILL,151.192212,-33.828361
4345,2065,GREENWICH,151.192212,-33.828361
4346,2065,NAREMBURN,151.192212,-33.828361
4347,2065,ROYAL NORTH SHORE HOSPITAL,151.192212,-33.828361
4348,2065,ST LEONARDS,151.192212,-33.828361
4349,2065,WOLLSTONECRAFT,151.192212,-33.828361
4350,2066,LANE COVE,151.160912,-33.818641
4351,2066,LANE COVE NORTH,151.160912,-33.818641
4352,2066,LANE COVE WEST,151.160912,-33.818641
4353,2066,LINLEY POINT,151.160912,-33.818641
4354,2066,LONGUEVILLE,151.160912,-33.818641
4355,2066,NORTHWOOD,151.160912,-33.818641
4356,2066,OSBORNE PARK,151.160912,-33.818641
4357,2066,RIVERVIEW,151.160912,-33.818641
4358,2067,CHATSWOOD,151.17711,-33.798378
4359,2067,CHATSWOOD WEST,151.17711,-33.798378
4360,2068,CASTLECRAG,151.202715,-33.800881
4361,2068,MIDDLE COVE,151.202715,-33.800881
20209,2068,NORTH WILLOUGHBY,151.1973964,-33.79634382
4362,2068,WILLOUGHBY,151.202715,-33.800881
20210,2068,WILLOUGHBY EAST,151.206289,-33.79909157
4363,2068,WILLOUGHBY NORTH,151.202715,-33.800881
4364,2069,CASTLE COVE,151.195368,-33.780246
4365,2069,ROSEVILLE,151.195368,-33.780246
4366,2069,ROSEVILLE CHASE,151.195368,-33.780246
4367,2070,EAST LINDFIELD,151.162007,-33.78042
4368,2070,LINDFIELD,151.162007,-33.78042
4369,2070,LINDFIELD WEST,151.162007,-33.78042
20211,2071,EAST KILLARA,151.1814551,-33.75536381
4370,2071,KILLARA,151.171738,-33.761834
4371,2072,GORDON,151.153176,-33.754582
4372,2073,PYMBLE,151.130278,-33.757296
4373,2073,WEST PYMBLE,151.130278,-33.757296
4374,2074,BOBBIN HEAD,151.123716,-33.735222
4375,2074,NORTH TURRAMURRA,151.123716,-33.735222
4376,2074,SOUTH TURRAMURRA,151.123716,-33.735222
4377,2074,TURRAMURRA,151.123716,-33.735222
4378,2074,WARRAWEE,151.123716,-33.735222
4379,2075,NORTH ST IVES,151.16729,-33.723693
4380,2075,ST IVES,151.16729,-33.723693
4381,2075,ST IVES CHASE,151.16729,-33.723693
4382,2076,NORMANHURST,151.108249,-33.723263
20212,2076,NORTH WAHROONGA,151.1311234,-33.6977144
4383,2076,WAHROONGA,151.108249,-33.723263
4384,2077,ASQUITH,151.097508,-33.691922
4385,2077,HORNSBY,151.097508,-33.691922
4386,2077,HORNSBY HEIGHTS,151.097508,-33.691922
4387,2077,WAITARA,151.097508,-33.691922
4388,2079,MOUNT COLAH,151.112681,-33.666637
4389,2080,MOUNT KURING-GAI,151.143563,-33.658174
4390,2081,BEROWRA,151.150498,-33.619756
4391,2081,COWAN,151.150498,-33.619756
20213,2082,BEROWRA CREEK,151.138709,-33.54620871
4392,2082,BEROWRA HEIGHTS,151.168984,-33.561858
4393,2082,BEROWRA WATERS,151.168984,-33.561858
4394,2083,BAR POINT,151.194452,-33.525322
4395,2083,BROOKLYN,151.194452,-33.525322
20214,2083,CHEERO POINT,151.1920435,-33.51046731
4396,2083,COGRA BAY,151.194452,-33.525322
4397,2083,DANGAR ISLAND,151.194452,-33.525322
4398,2083,MILSONS PASSAGE,151.194452,-33.525322
4399,2083,MOONEY MOONEY,151.194452,-33.525322
4400,2084,AKUNA BAY,151.216929,-33.650999
4401,2084,COTTAGE POINT,151.216929,-33.650999
4402,2084,DUFFYS FOREST,151.216929,-33.650999
4403,2084,TERREY HILLS,151.216929,-33.650999
4404,2085,BELROSE,151.211719,-33.728782
4405,2085,BELROSE WEST,151.211719,-33.728782
4406,2085,DAVIDSON,151.211719,-33.728782
4407,2086,FRENCHS FOREST,151.229211,-33.75185
4408,2086,FRENCHS FOREST EAST,151.229211,-33.75185
4409,2087,FORESTVILLE,151.210531,-33.766093
4410,2087,KILLARNEY HEIGHTS,151.210531,-33.766093
4411,2088,MOSMAN,151.243351,-33.830687
4412,2088,SPIT JUNCTION,151.243351,-33.830687
20215,2089,KURRABA POINT,151.2228263,-33.84149573
4413,2089,NEUTRAL BAY,151.216869,-33.838021
4414,2089,NEUTRAL BAY JUNCTION,151.216869,-33.838021
4415,2090,CREMORNE,151.223094,-33.828949
4416,2090,CREMORNE JUNCTION,151.223094,-33.828949
4417,2090,CREMORNE POINT,151.223094,-33.828949
4418,2091,HMAS PENGUIN,0,0
4419,2092,SEAFORTH,151.241813,-33.796636
4420,2093,BALGOWLAH,151.258069,-33.79315
4421,2093,BALGOWLAH HEIGHTS,151.258069,-33.79315
4422,2093,CLONTARF,151.258069,-33.79315
4423,2093,MANLY VALE,151.258069,-33.79315
4424,2093,NORTH BALGOWLAH,151.258069,-33.79315
4425,2094,FAIRLIGHT,151.273242,-33.795227
4426,2095,MANLY,151.294675,-33.815482
4427,2095,MANLY EAST,151.294675,-33.815482
4428,2096,CURL CURL,151.28494,-33.776781
20216,2096,FRESHWATER,151.2849046,-33.77509122
4429,2096,HARBORD,151.28494,-33.776781
4430,2096,QUEENSCLIFF,151.28494,-33.776781
4431,2097,COLLAROY,151.297895,-33.739577
4432,2097,COLLAROY BEACH,151.297895,-33.739577
20217,2097,COLLAROY PLATEAU,151.2907075,-33.73032061
4433,2097,COLLAROY PLATEAU WEST,151.297895,-33.739577
4434,2097,LONG REEF,151.297895,-33.739577
4435,2097,WHEELER HEIGHTS,151.297895,-33.739577
4436,2099,CROMER,151.279999,-33.748914
4437,2099,CROMER HEIGHTS,151.279999,-33.748914
4438,2099,DEE WHY,151.279999,-33.748914
4439,2099,DEE WHY BEACH,151.279999,-33.748914
4440,2099,NARRAWEENA,151.279999,-33.748914
4441,2099,NORTH CURL CURL,151.279999,-33.748914
4442,2099,WINGALA,151.279999,-33.748914
4443,2100,ALLAMBIE,151.257781,-33.766409
4444,2100,ALLAMBIE HEIGHTS,151.257781,-33.766409
4445,2100,BEACON HILL,151.257781,-33.766409
4446,2100,BROOKVALE,151.257781,-33.766409
4447,2100,NORTH MANLY,151.257781,-33.766409
4448,2100,OXFORD FALLS,151.257781,-33.766409
4449,2100,WARRINGAH MALL,151.257781,-33.766409
4450,2101,ELANORA HEIGHTS,151.27114,-33.707117
4451,2101,INGLESIDE,151.27114,-33.707117
4452,2101,NARRABEEN,151.27114,-33.707117
4453,2101,NARRABEEN PENINSULA,151.27114,-33.707117
4454,2101,NORTH NARRABEEN,151.27114,-33.707117
4455,2102,WARRIEWOOD,151.290953,-33.689941
22870,2102,WARRIEWOOD DC,0,0
4456,2102,WARRIEWOOD SHOPPING SQUARE,151.290953,-33.689941
4183,2103,MONA VALE,151.302825,-33.679336
4184,2104,BAYVIEW,151.290921,-33.664921
4185,2105,CHURCH POINT,151.278293,-33.642202
4186,2105,ELVINA BAY,151.278293,-33.642202
4187,2105,LOVETT BAY,151.278293,-33.642202
20218,2105,MCCARRS CREEK,151.2761086,-33.64341347
20219,2105,MORNING BAY,151.2815376,-33.62434025
4188,2105,SCOTLAND ISLAND,151.278293,-33.642202
4189,2106,NEWPORT,151.314599,-33.660707
4190,2106,NEWPORT BEACH,151.314599,-33.660707
