area_id,area_name,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85_and_over,total_persons,females,males
123031445,Bargo,383,462,420,405,330,326,328,376,433,413,384,375,324,324,214,196,97,71,5861,2902,2959
123031446,Douglas Park - Appin,856,806,695,616,576,687,735,675,684,679,662,606,498,449,319,192,131,119,9985,4885,5100
123031447,Picton - Tahmoor - Buxton,1221,1290,1195,1227,1066,1061,1063,1008,1211,1183,1130,1099,959,826,590,416,292,312,17149,8664,8485
123031448,The Oaks - Oakdale,551,724,779,656,619,521,505,533,726,658,591,631,609,481,290,173,90,83,9220,4585,4635
124011449,Blackheath - Megalong Valley,309,325,283,236,190,237,253,273,376,402,464,468,491,475,404,232,138,103,5659,2900,2759
124011450,Blaxland - Warrimoo - Lapstone,1218,1378,1402,1316,1075,967,1038,1240,1397,1340,1319,1338,1306,1156,826,517,301,239,19373,9769,9604
124011451,Blue Mountains - North,0,0,2,0,2,1,0,0,1,0,1,2,1,1,1,0,0,1,13,8,5
124011452,Katoomba - Leura,634,663,690,751,705,610,683,742,874,953,956,1146,1164,1088,806,506,320,322,13613,7068,6545
124011453,Lawson - Hazelbrook - Linden,754,788,796,745,580,505,604,672,844,853,882,916,804,698,422,270,187,132,11452,5919,5533
124011454,Springwood - Winmalee,1319,1566,1496,1533,1158,965,1185,1269,1583,1598,1456,1607,1456,1335,910,585,498,619,22138,11442,10696
124011455,Wentworth Falls,327,380,347,324,215,244,275,298,359,432,413,470,531,561,409,261,228,174,6248,3269,2979
124021456,Blue Mountains - South,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,4,0,4
124031457,Cambridge Park,1237,1192,986,977,1116,1265,1300,1130,1081,871,897,1030,991,827,487,255,157,138,15937,7976,7961
124031458,Castlereagh - Cranebrook,2296,1847,1687,1694,1907,2259,2199,1800,1680,1449,1423,1326,1016,804,473,321,177,114,24472,12349,12123
124031459,Emu Plains - Leonay,949,1075,916,964,855,837,992,1052,1075,923,865,825,842,872,604,410,257,253,14566,7494,7072
124031460,Glenmore Park - Regentville,1686,1833,1742,1765,1547,1504,1588,1537,1745,1617,1423,1240,946,721,390,255,151,103,21793,11113,10680
124031461,Jamisontown - South Penrith,1343,1272,1121,1010,1084,1317,1382,1343,1155,1018,963,1019,1059,1034,665,432,251,216,17684,9016,8668
124031462,Kingswood - Werrington,1809,1443,1223,1266,1595,1797,1823,1494,1377,1277,1054,1000,866,771,507,371,206,278,20157,10186,9971
124031463,Mulgoa - Luddenham - Orchard Hills,738,749,704,697,643,774,735,636,710,703,609,590,445,456,322,194,115,94,9914,4904,5010
124031464,Penrith,894,756,652,748,1096,1286,1118,948,829,811,809,731,649,618,494,406,341,444,13630,6939,6691
124031465,Warragamba - Silverdale,345,404,427,415,376,324,315,322,397,387,393,373,291,212,130,92,58,38,5299,2589,2710
124041466,Richmond - Clarendon,846,857,804,954,1111,1043,917,820,864,894,826,810,712,735,607,514,372,450,14136,7339,6797
124041467,Windsor - Bligh Park,1190,1105,1047,1102,1287,1401,1097,934,989,1096,1139,953,727,582,372,343,209,173,15746,8010,7736
124041468,Yarramundi - Londonderry,373,505,495,535,684,614,546,559,571,544,539,456,377,352,201,123,65,48,7587,3405,4182
124051469,Erskine Park,419,427,455,613,656,456,394,425,397,508,613,491,329,205,106,49,27,25,6595,3290,3305
124051470,St Clair,1465,1491,1356,1410,1551,1684,1528,1370,1321,1260,1329,1611,1240,856,440,222,136,107,20377,10174,10203
125011473,Homebush Bay - Silverwater,1483,958,650,655,1471,2699,3251,2263,1562,1193,967,816,652,476,264,117,64,53,19594,9164,10430
125011475,Rookwood Cemetery,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,1,2
125021476,Carlingford,1727,1910,1713,1966,1835,1656,1849,1916,1959,1944,1952,1831,1578,1334,1105,887,632,602,28396,14392,14004
125021477,Ermington - Rydalmere,1669,1468,1272,1330,1333,1570,1812,1644,1617,1538,1496,1348,1104,908,633,502,363,413,22020,11018,11002
125021478,Oatlands - Dundas Valley,1262,1234,1013,1160,1227,1273,1459,1313,1332,1270,1337,1163,980,771,554,478,357,265,18448,9366,9082
125031479,Chester Hill - Sefton,1394,1372,1346,1389,1473,1400,1349,1163,1143,1251,1247,1148,906,745,497,394,371,472,19060,9394,9666
125031480,Fairfield - East,1150,1164,1049,1100,1261,1246,1149,971,971,1028,973,880,805,636,436,389,288,476,15972,7886,8086
125031481,Granville - Clyde,1756,1348,1220,1267,2026,2701,2234,1597,1283,1230,1194,1114,897,731,495,364,243,194,21894,10369,11525
125031482,Greystanes - Pemulwuy,2167,2105,1678,1542,1679,1688,2052,2251,1963,1740,1572,1352,1329,1487,1154,739,454,372,27324,13841,13483
125031483,Guildford - South Granville,1993,1778,1541,1497,1825,2053,1837,1462,1247,1140,1160,1105,923,709,541,425,291,321,21848,10764,11084
125031484,Guildford West - Merrylands West,1762,1631,1285,1340,1774,1905,1868,1526,1268,1260,1224,1163,926,771,550,472,352,443,21520,10780,10740
125031485,Merrylands - Holroyd,2523,2118,1612,1706,2387,2937,2950,2361,1900,1691,1663,1479,1257,1040,769,567,425,451,29836,14552,15284
125031486,Smithfield Industrial,0,0,0,0,4,7,7,2,5,2,1,3,2,2,0,0,0,0,35,14,21
125031487,Yennora Industrial,0,0,0,0,2,9,4,0,0,1,2,4,0,0,0,0,0,1,23,13,10
125041489,North Parramatta,1787,1169,923,1106,1591,2604,2998,2317,1649,1265,1223,1139,943,691,512,360,319,470,23066,11393,11673
125041490,North Rocks,570,616,540,502,454,333,503,555,598,544,558,535,473,496,417,259,132,139,8224,4231,3993
125041491,Northmead,2125,1460,908,681,1031,2241,3208,2363,1495,1031,850,784,704,671,531,408,301,430,21222,10747,10475
125041492,Parramatta - Rosehill,2854,1539,840,824,2523,5279,6011,3378,1670,1176,1076,930,845,646,386,309,214,241,30741,14500,16241
125041493,Toongabbie - Constitution Hill,1588,1472,1300,1240,1472,1607,1854,1594,1543,1421,1351,1301,1120,1005,835,769,584,546,22602,11420,11182
125041494,Winston Hills,844,874,753,630,541,557,717,874,903,771,645,575,522,584,618,315,202,194,11119,5621,5498
126011495,Epping - North Epping,1591,1765,1591,1910,2369,2257,2016,1956,1922,1765,1915,1782,1541,1174,800,665,508,583,28110,14128,13982
126011496,Pennant Hills - Cheltenham,1217,1491,1399,1490,1429,951,999,1299,1512,1537,1548,1425,1209,1104,862,655,483,568,21178,10890,10288
126021497,Eastwood - Denistone,1505,1550,1283,1581,2314,2281,1968,1732,1640,1626,1836,1668,1528,1232,851,661,486,514,26256,13318,12938
126021498,Gladesville - Huntleys Point,960,916,841,749,869,977,1104,1108,1239,1118,1029,892,784,761,568,447,323,385,15070,7733,7337
126021499,Hunters Hill - Woolwich,568,728,829,1003,562,429,463,537,724,785,705,642,569,601,443,336,248,647,10819,5367,5452
126021500,Macquarie Park - Marsfield,1407,906,610,1181,3165,2782,2590,1862,1279,1039,1008,963,909,779,589,501,454,760,22784,11798,10986
126021501,North Ryde - East Ryde,778,822,775,735,841,723,743,908,931,897,940,877,707,548,407,421,339,386,12778,6437,6341
126021503,West Ryde - Meadowbank,1412,1067,788,857,1426,2425,2609,1922,1418,1145,1101,1047,920,751,530,410,252,257,20337,10274,10063
127011504,Ashcroft - Busby - Miller,1427,1466,1457,1425,1382,1173,1121,1065,1012,1026,1164,1126,808,614,458,518,322,187,17751,9009,8742
127011505,Austral - Greendale,487,587,651,707,716,528,508,510,600,630,596,551,533,523,381,266,176,218,9168,4447,4721
127011506,Cobbitty - Leppington,1889,1434,1122,1022,1246,1926,1883,1480,1206,997,936,837,771,662,490,312,187,105,18505,9192,9313
127021509,Bonnyrigg Heights - Bonnyrigg,932,1169,1156,1278,1416,1193,1133,998,1046,1119,1186,1180,997,703,456,294,181,199,16636,8442,8194
127021510,Bossley Park - Abbotsbury,1045,1169,1287,1422,1573,1469,1128,1106,1232,1264,1391,1535,1275,1001,632,495,324,302,19650,9886,9764
127021511,Cabramatta - Lansvale,1646,1513,1477,1819,2112,2066,1842,1535,1698,1869,1773,1716,1410,1078,680,572,457,581,25844,13047,12797
127021512,Cabramatta West - Mount Pritchard,1178,1263,1282,1347,1481,1209,1152,1099,1165,1229,1160,1138,849,738,470,443,361,246,17810,8987,8823
127021513,Canley Vale - Canley Heights,1415,1346,1404,1600,1861,1585,1484,1316,1416,1471,1515,1463,1079,813,573,441,354,410,21546,10922,10624
127021514,Edensor Park,595,594,696,779,928,778,668,562,599,698,824,794,606,451,278,187,117,88,10242,5200,5042
127021515,Fairfield,1252,1171,1107,1144,1383,1546,1423,1227,1237,1240,1198,1115,954,731,559,439,355,282,18363,9217,9146
127021516,Fairfield - West,1328,1348,1376,1472,1562,1429,1326,1243,1273,1322,1296,1199,955,840,687,550,318,267,19791,10052,9739
127021517,Greenfield Park - Prairiewood,527,570,573,635,627,597,519,494,532,572,558,622,541,455,325,232,139,100,8618,4302,4316
127021518,Horsley Park - Kemps Creek,224,256,326,349,377,282,235,231,336,338,308,287,267,257,190,152,132,90,4637,2271,2366
127021519,Smithfield - Wetherill Park,1215,1251,1150,1202,1363,1346,1192,1128,1227,1131,1145,1176,1097,985,679,572,442,307,18608,9336,9272
127021520,St Johns Park - Wakeley,613,639,686,761,846,836,752,638,645,711,712,799,785,677,424,319,209,233,11285,5759,5526
127021521,Wetherill Park Industrial,1,0,0,0,0,10,6,0,1,15,0,1,5,4,0,2,0,1,46,14,32
127031522,Casula,1197,1179,1135,1196,1221,1165,1182,1048,1093,1137,1051,939,791,647,406,357,236,243,16223,8257,7966
127031523,Chipping Norton - Moorebank,1611,1477,1230,1085,1178,1343,1495,1507,1429,1188,1122,1060,964,995,756,377,256,246,19319,9733,9586
127031524,Holsworthy - Wattle Grove,1785,1615,1498,1620,1590,1576,1752,1654,1688,1587,1404,1086,773,608,447,295,245,281,21504,10576,10928
128011529,Gymea - Grays Point,1181,1229,1228,1148,1105,948,1027,1089,1390,1418,1285,1132,954,823,739,525,406,359,17986,9136,8850
128011530,Miranda - Yowie Bay,1252,1158,1066,1066,1055,1250,1298,1243,1325,1261,1185,1134,946,843,733,670,588,784,18857,9701,9156
128011531,Sylvania - Taren Point,998,965,958,913,925,794,890,976,1110,1124,1067,969,882,917,874,757,601,871,16591,8613,7978
128021533,Heathcote - Waterfall,429,475,411,419,397,337,338,385,496,450,452,381,407,300,278,232,201,286,6674,3440,3234
128021534,Illawong - Alfords Point,541,595,673,766,908,740,510,555,621,675,856,1090,862,625,310,214,132,163,10836,5409,5427
128021535,Menai - Lucas Heights - Woronora,1313,1441,1517,1728,1685,1222,1153,1215,1440,1614,1686,1690,1385,1035,651,375,230,312,21692,10888,10804
128021536,Oyster Bay - Como - Jannali,1575,1819,1506,1310,1202,984,1226,1485,1877,1632,1455,1365,1211,1129,883,501,364,450,21974,11066,10908
128021537,Royal National Park,0,4,0,4,0,4,5,4,5,2,0,0,0,0,0,0,0,0,28,16,12
128021538,Sutherland - Kirrawee,1538,1242,1081,1033,1205,1823,1889,1711,1577,1346,1276,1182,996,918,789,619,513,761,21499,11111,10388
101051539,Goulburn,1527,1501,1303,1407,1506,1622,1549,1360,1450,1445,1515,1469,1360,1227,1056,789,580,654,23320,11593,11727
101051540,Goulburn Region,685,766,887,752,524,527,562,620,785,928,1052,1040,999,1002,703,486,326,218,12862,6185,6677
101061541,Yass,472,477,431,396,367,362,391,375,437,451,427,423,369,380,278,219,183,218,6656,3454,3202
101061542,Yass Region,776,867,916,785,518,465,549,670,1034,1018,927,883,806,686,485,278,142,108,11913,5931,5982
101061543,Young,743,852,755,708,587,564,566,621,637,630,689,648,602,682,504,418,287,309,10802,5591,5211
101061544,Young Region,409,465,436,411,347,314,307,333,415,516,557,584,586,627,467,311,181,184,7450,3696,3754
107011545,Berkeley - Lake Heights - Cringila,1029,999,822,880,984,997,963,855,829,908,939,951,755,661,529,528,431,276,14336,7197,7139
107011546,Port Kembla - Warrawong,690,654,519,538,649,671,588,577,648,613,708,685,512,506,431,432,360,333,10114,5073,5041
107011547,Windang - Primbee,213,216,182,229,233,230,226,227,237,273,316,316,305,314,309,273,191,135,4425,2176,2249
107041548,Wollongong - East,441,339,294,663,2233,2057,1228,755,697,731,772,856,808,749,682,546,380,418,14649,7223,7426
107041549,Wollongong - West,998,887,833,1277,2397,1781,1360,1116,1052,971,944,858,757,721,519,450,320,333,17574,8555,9019
112031550,Banora Point,829,888,848,919,799,681,773,760,934,932,977,1043,987,1183,1048,912,691,757,15961,8453,7508
112031551,Terranora - North Tumblegum,205,244,256,280,174,125,169,198,218,244,246,273,206,186,122,87,56,39,3328,1672,1656
112031552,Tweed Heads South,348,402,338,383,390,356,394,350,396,449,439,500,548,665,666,620,490,565,8299,4458,3841
115011553,Castle Hill - Central,582,574,503,484,430,485,583,681,627,519,460,448,389,429,308,202,110,94,7908,4034,3874
115011554,Castle Hill - East,192,338,314,386,375,190,162,242,313,362,398,377,246,234,230,257,324,840,5780,3155,2625
115011555,Castle Hill - North,624,863,929,888,789,587,575,730,912,871,924,839,812,731,526,334,205,175,12314,6166,6148
115011556,Castle Hill - South,666,759,660,621,630,502,635,709,738,669,620,591,621,540,406,240,143,127,9877,5046,4831
115011557,Castle Hill - West,302,442,427,458,356,285,292,337,412,441,416,389,268,251,139,70,46,40,5371,2733,2638
115011558,Cherrybrook,850,1240,1504,1642,1378,929,826,1015,1421,1524,1561,1443,1237,993,675,474,333,429,19474,9844,9630
115011559,Kellyville,1669,2011,2030,1813,1571,1233,1485,1848,2068,1899,1579,1354,1117,863,604,364,208,118,23834,12027,11807
116011560,Blacktown (South),936,943,832,849,926,973,1040,964,888,774,810,708,593,486,342,335,209,136,12744,6321,6423
116011561,Blacktown (West),1280,1154,1015,1134,1270,1304,1459,1242,1065,1050,1011,911,695,571,473,417,318,350,16719,8297,8422
116021562,Acacia Gardens,315,339,279,237,274,255,347,400,306,260,263,233,140,131,53,40,12,21,3905,1917,1988
116021563,Quakers Hill,2035,1997,1611,1656,1607,1591,2174,2121,1825,1587,1441,1206,1008,764,411,241,156,162,23593,11879,11714
118021564,Kensington (NSW),599,546,422,1838,3762,1979,1318,969,723,620,611,517,395,413,307,262,221,246,15748,7759,7989
118021565,Kingsford,644,685,549,1324,3687,2177,1178,899,876,805,757,637,567,499,342,327,262,256,16471,7995,8476
118021566,Maroubra - North,588,582,523,532,795,805,773,736,780,647,671,599,502,430,385,303,309,405,10365,5338,5027
118021567,Maroubra - South,708,601,536,527,756,896,1013,960,811,750,669,634,595,532,442,351,254,258,11293,5811,5482
118021568,Maroubra - West,641,594,473,684,1244,1110,930,804,715,647,559,567,444,406,325,286,206,198,10833,5484,5349
118021569,Randwick - North,1213,936,679,649,1191,1959,2155,1733,1369,1178,957,853,723,664,486,357,273,505,17880,9352,8528
118021570,Randwick - South,785,697,526,593,1467,1764,1576,1194,1006,841,743,661,540,435,379,246,190,303,13946,7146,6800
119011571,Bankstown - North,1649,1184,971,920,1373,1762,1647,1247,1061,921,947,886,685,587,389,330,238,260,17057,8692,8365
119011572,Bankstown - South,1395,1167,955,1053,1397,1513,1387,1131,1093,983,997,990,791,604,435,342,264,268,16765,8349,8416
119021573,Lakemba,1948,1525,977,884,1368,1925,1894,1650,1083,907,842,783,601,460,396,283,236,294,18056,8301,9755
119021574,Wiley Park,1120,821,640,537,912,1171,1209,957,685,524,527,458,399,307,242,152,108,78,10847,5126,5721
120031575,Strathfield,1147,1062,1123,1639,3152,3727,2584,1657,1298,1418,1497,1382,1089,925,735,609,507,661,26212,12962,13250
120031576,Strathfield South,235,223,206,245,313,292,281,259,276,239,246,243,178,154,122,76,61,43,3692,1864,1828
121021577,Hornsby - East,991,728,488,483,784,1267,1552,1280,1029,790,647,595,487,401,246,215,154,175,12312,6255,6057
121021578,Hornsby - West,748,766,662,624,589,625,786,899,903,819,721,686,588,545,402,276,212,233,11084,5560,5524
121021579,Waitara - Wahroonga (West),791,692,535,400,442,681,1063,1054,819,613,472,419,443,383,282,283,250,357,9979,5120,4859
124051580,Colyton - Oxley Park,882,924,732,796,999,917,951,829,739,747,673,714,582,541,405,237,156,98,11922,6028,5894
124051581,St Marys - North St Marys,1384,1172,913,977,1381,1441,1292,1109,1043,1002,957,952,773,664,484,404,290,295,16533,8257,8276
125011582,Auburn - Central,1377,1149,951,1125,1926,2578,1836,1200,964,959,926,830,674,472,387,310,172,234,18070,8121,9949
125011583,Auburn - North,984,628,427,526,1434,2077,1573,971,633,577,554,495,329,251,211,141,97,63,11971,4982,6989
125011584,Auburn - South,663,657,614,650,750,879,732,573,479,507,542,479,381,324,196,157,129,185,8897,4350,4547
125011585,Berala,646,567,470,561,780,1033,841,602,577,548,581,557,483,385,208,193,158,122,9312,4449,4863
125011586,Lidcombe,1279,979,821,1160,2083,2698,2199,1572,1226,1234,1298,1341,1004,691,486,355,241,269,20936,10067,10869
125011587,Regents Park,369,374,289,337,430,463,420,334,305,342,337,369,287,234,133,122,72,77,5294,2609,2685
125041588,Pendle Hill - Girraween,1105,1106,773,637,721,956,1363,1350,1000,749,720,645,519,513,372,321,237,325,13412,6574,6838
125041589,Wentworthville - Westmead,1319,1239,833,789,1039,1424,1984,1638,1164,875,842,819,651,509,365,312,253,267,16322,7981,8341
126021590,Putney,220,308,334,329,304,183,190,218,287,370,341,312,255,235,138,110,84,105,4323,2239,2084
126021591,Ryde,1933,1575,1320,1474,2139,2780,2712,2334,1934,1825,1682,1472,1284,1147,838,708,604,745,28506,14531,13975
127011592,Badgerys Creek,1,5,6,1,6,10,2,7,0,0,3,4,4,2,5,2,1,3,62,36,26
127011593,Cecil Hills,377,502,630,660,613,498,406,385,573,571,607,493,383,267,144,106,55,26,7296,3649,3647
127011594,Green Valley,811,961,985,1129,1100,958,862,810,865,886,953,894,675,424,326,191,103,98,13031,6606,6425
127011595,Hinchinbrook,952,965,1028,1074,1044,904,979,897,887,888,951,749,564,391,240,167,89,56,12825,6450,6375
127011596,Hoxton Park - Carnes Hill - Horningsea Park,1046,1055,1001,961,792,817,1002,1021,960,819,780,578,425,320,201,100,73,49,12000,6094,5906
127011597,West Hoxton - Middleton Grange,1441,1429,1332,1201,1078,1121,1385,1367,1270,1117,894,716,481,389,226,140,93,60,15740,7814,7926
127031598,Liverpool,2483,1918,1595,1511,2177,2650,2663,2304,1905,1651,1652,1513,1288,1079,806,675,432,378,28680,14342,14338
127031599,Lurnea - Cartwright,997,1034,837,856,896,866,805,781,742,725,771,695,522,467,411,363,214,140,12122,6131,5991
127031600,Prestons - Edmondson Park,1499,1646,1585,1542,1223,1157,1366,1424,1567,1304,1138,901,632,455,283,219,139,175,18255,9210,9045
127031601,Warwick Farm,489,356,273,292,492,639,706,518,381,333,365,358,272,226,169,128,78,60,6135,2973,3162
128011602,Caringbah,956,767,587,540,703,1035,1095,960,949,745,703,702,588,514,432,325,259,386,12246,6312,5934
128011603,Caringbah South,810,917,847,865,765,557,584,703,909,825,818,881,762,692,500,393,351,316,12495,6309,6186
128011604,Cronulla - Kurnell - Bundeena,1363,1134,1107,1050,1539,2361,2198,1705,1601,1564,1677,1755,1559,1356,983,601,489,541,24583,12343,12240
128011605,Lilli Pilli - Port Hacking - Dolans Bay,172,211,275,273,225,137,112,155,230,258,281,246,201,161,125,84,66,52,3264,1660,1604
128011606,Woolaware - Burraneer,460,575,577,578,509,452,406,457,561,625,583,579,487,421,276,195,156,187,8084,4100,3984
128021607,Engadine,1333,1529,1283,1031,847,836,1120,1407,1402,1168,968,885,776,970,870,455,287,267,17434,8771,8663
128021608,Loftus - Yarrawarrah,503,572,532,447,459,389,419,467,570,535,487,434,454,385,298,254,128,102,7435,3780,3655
128021609,Woronora Heights,175,228,295,343,330,190,112,177,283,331,328,351,268,170,90,50,15,13,3749,1856,1893
